id,income,slik_ojk,total_debt,total_credit,total_monthly_debt,loan_amount,property_value,loan_purpose,employment_status,job_tenure,home_ownership,marital_status,late_payment_risk
713,14.3,5,500500000,13619048,5720000,1001000000,1430000000,KPR,permanent,72,milik sendiri,menikah,rendah
449,12.5,1,875000000,11904762,5000000,1125000000,1250000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,menikah,tinggi
518,18.8,5,658000000,17904762,7520000,1316000000,1880000000,KPR,permanent,90,milik sendiri,menikah,rendah
459,15.5,1,1085000000,14761905,6200000,1395000000,1550000000,KPR,harian,30,tinggal bersama ortu,menikah,tinggi
258,1.2,2,84000000,1142857,480000,108000000,120000000,Modal Kerja/Usaha,harian,6,tinggal bersama ortu,lajang,tinggi
88,8.0,3,560000000,7619048,3200000,720000000,800000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
589,13.3,2,665000000,12666667,5320000,798000000,1330000000,Modal Kerja/Usaha,kontrak,72,sewa/kontrak,menikah,sedang
453,13.7,1,959000000,13047619,5480000,1233000000,1370000000,KPR,harian,30,tinggal bersama ortu,menikah,tinggi
666,29.0,1,2030000000,27619048,11600000,2610000000,2900000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,lajang,tinggi
165,4.3,1,365500000,4095238,1720000,387000000,430000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,menikah,tinggi
475,20.3,1,1421000000,19333333,8120000,1827000000,2030000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,menikah,tinggi
73,7.2,2,504000000,6857143,2880000,648000000,720000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
724,15.2,5,532000000,14476190,6080000,1064000000,1520000000,KPR,permanent,78,milik sendiri,menikah,rendah
652,22.0,1,1540000000,20952381,8800000,1980000000,2200000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,lajang,tinggi
131,7.6,2,532000000,7238095,3040000,684000000,760000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
979,87.0,1,6090000000,82857143,34800000,7830000000,8700000000,KPR,harian,48,tinggal bersama ortu,menikah,tinggi
592,10.1,3,505000000,9619048,4040000,606000000,1010000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
736,14.7,4,514500000,14000000,5880000,1029000000,1470000000,Modal Kerja/Usaha,permanent,78,milik sendiri,menikah,rendah
553,11.7,3,585000000,11142857,4680000,702000000,1170000000,Modal Kerja/Usaha,kontrak,48,sewa/kontrak,menikah,sedang
920,57.5,1,4025000000,54761905,23000000,5175000000,5750000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
943,69.0,1,4830000000,65714286,27600000,6210000000,6900000000,KPR,harian,48,tinggal bersama ortu,menikah,tinggi
510,13.7,5,479500000,13047619,5480000,959000000,1370000000,KPR,permanent,66,milik sendiri,menikah,rendah
699,45.5,1,3185000000,43333333,18200000,4095000000,4550000000,Kredit Kendaraan,harian,36,tinggal bersama ortu,menikah,tinggi
364,7.9,2,395000000,7523810,3160000,474000000,790000000,KPR,kontrak,30,sewa/kontrak,menikah,sedang
505,9.2,4,322000000,8761905,3680000,644000000,920000000,Modal Kerja/Usaha,permanent,30,milik sendiri,menikah,rendah
707,9.3,4,325500000,8857143,3720000,651000000,930000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
528,8.3,5,290500000,7904762,3320000,581000000,830000000,Kredit Kendaraan,permanent,24,milik sendiri,menikah,rendah
63,6.5,2,455000000,6190476,2600000,585000000,650000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
452,13.4,1,938000000,12761905,5360000,1206000000,1340000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,lajang,tinggi
50,8.5,3,467500000,8095238,3400000,680000000,850000000,KPR,kontrak,42,sewa/kontrak,menikah,sedang
708,8.7,5,304500000,8285714,3480000,609000000,870000000,KPR,permanent,30,milik sendiri,menikah,rendah
324,11.5,4,402500000,10952381,4600000,805000000,1150000000,KPR,permanent,54,milik sendiri,menikah,rendah
718,9.5,4,332500000,9047619,3800000,665000000,950000000,Kredit Kendaraan,permanent,42,milik sendiri,menikah,rendah
312,11.6,5,406000000,11047619,4640000,812000000,1160000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
716,11.0,4,385000000,10476190,4400000,770000000,1100000000,KPR,permanent,54,milik sendiri,menikah,rendah
70,8.3,3,581000000,7904762,3320000,747000000,830000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
145,6.8,2,476000000,6476190,2720000,612000000,680000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
47,10.8,4,378000000,10285714,4320000,756000000,1080000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
232,9.2,1,782000000,8761905,3680000,828000000,920000000,KPR,harian,36,tinggal bersama ortu,lajang,tinggi
470,18.8,1,1316000000,17904762,7520000,1692000000,1880000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,lajang,tinggi
746,16.9,5,591500000,16095238,6760000,1183000000,1690000000,KPR,permanent,90,milik sendiri,menikah,rendah
145,6.8,2,476000000,6476190,2720000,612000000,680000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
661,26.5,1,1855000000,25238095,10600000,2385000000,2650000000,Modal Kerja/Usaha,harian,36,tinggal bersama ortu,menikah,tinggi
549,9.6,4,336000000,9142857,3840000,672000000,960000000,Modal Kerja/Usaha,permanent,42,milik sendiri,menikah,rendah
381,13.2,2,660000000,12571429,5280000,792000000,1320000000,Modal Kerja/Usaha,kontrak,72,sewa/kontrak,menikah,sedang
545,13.0,4,455000000,12380952,5200000,910000000,1300000000,KPR,permanent,66,milik sendiri,menikah,rendah
773,11.1,3,555000000,10571429,4440000,666000000,1110000000,KPR,kontrak,60,sewa/kontrak,menikah,sedang
732,8.2,5,287000000,7809524,3280000,574000000,820000000,Kredit Kendaraan,permanent,30,milik sendiri,menikah,rendah
169,4.1,1,348500000,3904762,1640000,369000000,410000000,KPR,harian,24,tinggal bersama ortu,menikah,tinggi
536,10.6,4,371000000,10095238,4240000,742000000,1060000000,Kredit Kendaraan,permanent,48,milik sendiri,menikah,rendah
324,11.5,4,402500000,10952381,4600000,805000000,1150000000,KPR,permanent,54,milik sendiri,menikah,rendah
352,12.3,3,553500000,11714286,4920000,738000000,1230000000,KPR,kontrak,54,sewa/kontrak,menikah,sedang
975,85.0,1,5950000000,80952381,34000000,7650000000,8500000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
333,14.5,4,507500000,13809524,5800000,1015000000,1450000000,Modal Kerja/Usaha,permanent,72,milik sendiri,menikah,rendah
889,42.2,1,2954000000,40190476,16880000,3798000000,4220000000,KPR,harian,48,tinggal bersama ortu,menikah,tinggi
730,9.4,5,329000000,8952381,3760000,658000000,940000000,KPR,permanent,42,milik sendiri,menikah,rendah
498,27.2,1,1904000000,25904762,10880000,2448000000,2720000000,KPR,harian,24,tinggal bersama ortu,lajang,tinggi
753,9.6,4,336000000,9142857,3840000,672000000,960000000,Modal Kerja/Usaha,permanent,48,milik sendiri,menikah,rendah
100,8.3,3,581000000,7904762,3320000,747000000,830000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
443,10.7,1,749000000,10190476,4280000,963000000,1070000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,menikah,tinggi
397,11.9,2,595000000,11333333,4760000,714000000,1190000000,KPR,kontrak,72,sewa/kontrak,menikah,sedang
433,7.7,1,539000000,7333333,3080000,693000000,770000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,menikah,tinggi
515,9.3,4,325500000,8857143,3720000,651000000,930000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
764,12.8,3,640000000,12190476,5120000,768000000,1280000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
398,10.8,3,540000000,10285714,4320000,648000000,1080000000,Kredit Kendaraan,kontrak,66,sewa/kontrak,lajang,sedang
526,9.4,5,329000000,8952381,3760000,658000000,940000000,KPR,permanent,36,milik sendiri,menikah,rendah
342,18.6,4,651000000,17714286,7440000,1302000000,1860000000,Kredit Kendaraan,permanent,90,milik sendiri,menikah,rendah
179,3.6,1,306000000,3428571,1440000,324000000,360000000,Kredit Kendaraan,harian,18,tinggal bersama ortu,menikah,tinggi
417,0.7,2,49000000,666667,280000,63000000,70000000,KPR,harian,12,tinggal bersama ortu,menikah,tinggi
763,14.1,2,705000000,13428571,5640000,846000000,1410000000,Modal Kerja/Usaha,kontrak,72,sewa/kontrak,menikah,sedang
943,69.0,1,4830000000,65714286,27600000,6210000000,6900000000,KPR,harian,48,tinggal bersama ortu,menikah,tinggi
150,5.8,1,493000000,5523810,2320000,522000000,580000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,lajang,tinggi
763,14.1,2,705000000,13428571,5640000,846000000,1410000000,Modal Kerja/Usaha,kontrak,72,sewa/kontrak,menikah,sedang
668,30.0,1,2100000000,28571429,12000000,2700000000,3000000000,KPR,harian,30,tinggal bersama ortu,lajang,tinggi
781,10.6,2,530000000,10095238,4240000,636000000,1060000000,Modal Kerja/Usaha,kontrak,60,sewa/kontrak,menikah,sedang
982,88.5,1,6195000000,84285714,35400000,7965000000,8850000000,KPR,harian,42,tinggal bersama ortu,lajang,tinggi
848,21.7,1,1519000000,20666667,8680000,1953000000,2170000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
520,15.0,5,525000000,14285714,6000000,1050000000,1500000000,KPR,permanent,72,milik sendiri,menikah,rendah
574,13.5,3,675000000,12857143,5400000,810000000,1350000000,Modal Kerja/Usaha,kontrak,66,sewa/kontrak,menikah,sedang
691,41.5,1,2905000000,39523810,16600000,3735000000,4150000000,Modal Kerja/Usaha,harian,36,tinggal bersama ortu,menikah,tinggi
849,22.2,1,1554000000,21142857,8880000,1998000000,2220000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
814,4.7,2,329000000,4476190,1880000,423000000,470000000,KPR,harian,30,tinggal bersama ortu,menikah,tinggi
721,7.8,5,273000000,7428571,3120000,546000000,780000000,Kredit Kendaraan,permanent,24,milik sendiri,menikah,rendah
550,9.0,5,315000000,8571429,3600000,630000000,900000000,Kredit Kendaraan,permanent,36,milik sendiri,menikah,rendah
82,8.2,3,574000000,7809524,3280000,738000000,820000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
637,14.5,1,1015000000,13809524,5800000,1305000000,1450000000,Modal Kerja/Usaha,harian,36,tinggal bersama ortu,menikah,tinggi
813,5.2,2,364000000,4952381,2080000,468000000,520000000,Modal Kerja/Usaha,harian,36,tinggal bersama ortu,lajang,tinggi
3,12.4,4,434000000,11809524,4960000,868000000,1240000000,Modal Kerja/Usaha,permanent,54,milik sendiri,menikah,rendah
308,17.3,5,605500000,16476190,6920000,1211000000,1730000000,KPR,permanent,84,milik sendiri,menikah,rendah
782,9.7,3,485000000,9238095,3880000,582000000,970000000,KPR,kontrak,54,sewa/kontrak,menikah,sedang
961,78.0,1,5460000000,74285714,31200000,7020000000,7800000000,KPR,harian,48,tinggal bersama ortu,menikah,tinggi
448,12.2,1,854000000,11619048,4880000,1098000000,1220000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,lajang,tinggi
526,9.4,5,329000000,8952381,3760000,658000000,940000000,KPR,permanent,36,milik sendiri,menikah,rendah
764,12.8,3,640000000,12190476,5120000,768000000,1280000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
768,8.8,3,440000000,8380952,3520000,528000000,880000000,Kredit Kendaraan,kontrak,42,sewa/kontrak,lajang,sedang
51,7.8,2,546000000,7428571,3120000,663000000,780000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
469,18.5,1,1295000000,17619048,7400000,1665000000,1850000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,menikah,tinggi
111,6.4,2,448000000,6095238,2560000,576000000,640000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
525,10.0,4,350000000,9523810,4000000,700000000,1000000000,Kredit Kendaraan,permanent,42,milik sendiri,menikah,rendah
501,12.4,4,434000000,11809524,4960000,868000000,1240000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
501,12.4,4,434000000,11809524,4960000,868000000,1240000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
706,10.0,5,350000000,9523810,4000000,700000000,1000000000,Modal Kerja/Usaha,permanent,42,milik sendiri,menikah,rendah
487,23.9,1,1673000000,22761905,9560000,2151000000,2390000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,menikah,tinggi
459,15.5,1,1085000000,14761905,6200000,1395000000,1550000000,KPR,harian,30,tinggal bersama ortu,menikah,tinggi
8,8.3,5,290500000,7904762,3320000,581000000,830000000,KPR,permanent,24,milik sendiri,menikah,rendah
375,11.5,3,575000000,10952381,4600000,690000000,1150000000,Modal Kerja/Usaha,kontrak,60,sewa/kontrak,menikah,sedang
388,13.8,2,690000000,13142857,5520000,828000000,1380000000,KPR,kontrak,78,sewa/kontrak,menikah,sedang
442,10.4,1,728000000,9904762,4160000,936000000,1040000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,lajang,tinggi
704,11.7,5,409500000,11142857,4680000,819000000,1170000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
345,14.0,5,490000000,13333333,5600000,980000000,1400000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
794,12.7,3,635000000,12095238,5080000,762000000,1270000000,KPR,kontrak,78,sewa/kontrak,menikah,sedang
224,8.8,1,748000000,8380952,3520000,792000000,880000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,lajang,tinggi
399,9.9,2,495000000,9428571,3960000,594000000,990000000,Modal Kerja/Usaha,kontrak,60,sewa/kontrak,menikah,sedang
64,8.7,3,609000000,8285714,3480000,783000000,870000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
443,10.7,1,749000000,10190476,4280000,963000000,1070000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,menikah,tinggi
586,17.5,3,787500000,16666667,7000000,1050000000,1750000000,Modal Kerja/Usaha,kontrak,90,sewa/kontrak,menikah,sedang
758,11.1,2,555000000,10571429,4440000,666000000,1110000000,KPR,kontrak,54,sewa/kontrak,menikah,sedang
510,13.7,5,479500000,13047619,5480000,959000000,1370000000,KPR,permanent,66,milik sendiri,menikah,rendah
445,11.3,1,791000000,10761905,4520000,1017000000,1130000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,menikah,tinggi
654,23.0,1,1610000000,21904762,9200000,2070000000,2300000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,lajang,tinggi
734,17.7,4,619500000,16857143,7080000,1239000000,1770000000,Kredit Kendaraan,permanent,90,milik sendiri,menikah,rendah
86,9.7,3,679000000,9238095,3880000,873000000,970000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
358,6.9,3,345000000,6571429,2760000,414000000,690000000,KPR,kontrak,18,sewa/kontrak,menikah,sedang
331,17.5,4,612500000,16666667,7000000,1225000000,1750000000,Kredit Kendaraan,permanent,84,milik sendiri,menikah,rendah
764,12.8,3,640000000,12190476,5120000,768000000,1280000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
383,10.9,2,545000000,10380952,4360000,654000000,1090000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
554,10.6,2,530000000,10095238,4240000,636000000,1060000000,KPR,kontrak,42,sewa/kontrak,menikah,sedang
679,35.5,1,2485000000,33809524,14200000,3195000000,3550000000,Modal Kerja/Usaha,harian,36,tinggal bersama ortu,menikah,tinggi
104,9.6,3,672000000,9142857,3840000,816000000,960000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
225,1.3,1,110500000,1238095,520000,117000000,130000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,menikah,tinggi
636,14.0,1,980000000,13333333,5600000,1260000000,1400000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,lajang,tinggi
763,14.1,2,705000000,13428571,5640000,846000000,1410000000,Modal Kerja/Usaha,kontrak,72,sewa/kontrak,menikah,sedang
726,12.7,5,444500000,12095238,5080000,889000000,1270000000,Kredit Kendaraan,permanent,66,milik sendiri,menikah,rendah
469,18.5,1,1295000000,17619048,7400000,1665000000,1850000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,menikah,tinggi
886,40.7,1,2849000000,38761905,16280000,3663000000,4070000000,KPR,harian,42,tinggal bersama ortu,lajang,tinggi
536,10.6,4,371000000,10095238,4240000,742000000,1060000000,Kredit Kendaraan,permanent,48,milik sendiri,menikah,rendah
446,11.6,1,812000000,11047619,4640000,1044000000,1160000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,lajang,tinggi
840,17.7,1,1239000000,16857143,7080000,1593000000,1770000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
396,13.0,3,650000000,12380952,5200000,780000000,1300000000,Modal Kerja/Usaha,kontrak,78,sewa/kontrak,menikah,sedang
733,20.1,5,703500000,19142857,8040000,1407000000,2010000000,KPR,permanent,102,milik sendiri,menikah,rendah
993,94.0,1,6580000000,89523810,37600000,8460000000,9400000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
746,16.9,5,591500000,16095238,6760000,1183000000,1690000000,KPR,permanent,90,milik sendiri,menikah,rendah
35,12.5,4,437500000,11904762,5000000,875000000,1250000000,KPR,permanent,60,milik sendiri,menikah,rendah
762,15.5,3,697500000,14761905,6200000,930000000,1550000000,Kredit Kendaraan,kontrak,78,sewa/kontrak,lajang,sedang
29,8.6,4,301000000,8190476,3440000,602000000,860000000,Modal Kerja/Usaha,permanent,30,milik sendiri,menikah,rendah
740,10.6,4,371000000,10095238,4240000,742000000,1060000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
51,7.8,2,546000000,7428571,3120000,663000000,780000000,Kredit Kendaraan,kontrak,36,sewa/kontrak,lajang,sedang
737,13.4,5,469000000,12761905,5360000,938000000,1340000000,Kredit Kendaraan,permanent,72,milik sendiri,menikah,rendah
815,4.2,2,294000000,4000000,1680000,378000000,420000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
269,2.3,2,161000000,2190476,920000,207000000,230000000,Kredit Kendaraan,harian,12,tinggal bersama ortu,menikah,tinggi
349,10.2,5,357000000,9714286,4080000,714000000,1020000000,KPR,permanent,48,milik sendiri,menikah,rendah
442,10.4,1,728000000,9904762,4160000,936000000,1040000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,lajang,tinggi
786,13.3,2,665000000,12666667,5320000,798000000,1330000000,Kredit Kendaraan,kontrak,78,sewa/kontrak,lajang,sedang
130,8.3,3,581000000,7904762,3320000,747000000,830000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
27,10.1,4,353500000,9619048,4040000,707000000,1010000000,Kredit Kendaraan,permanent,42,milik sendiri,menikah,rendah
935,65.0,1,4550000000,61904762,26000000,5850000000,6500000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,menikah,tinggi
510,13.7,5,479500000,13047619,5480000,959000000,1370000000,KPR,permanent,66,milik sendiri,menikah,rendah
706,10.0,5,350000000,9523810,4000000,700000000,1000000000,Modal Kerja/Usaha,permanent,42,milik sendiri,menikah,rendah
582,12.8,2,640000000,12190476,5120000,768000000,1280000000,Kredit Kendaraan,kontrak,66,sewa/kontrak,lajang,sedang
153,5.2,1,442000000,4952381,2080000,468000000,520000000,Modal Kerja/Usaha,harian,24,tinggal bersama ortu,menikah,tinggi
541,18.6,4,651000000,17714286,7440000,1302000000,1860000000,Kredit Kendaraan,permanent,90,milik sendiri,menikah,rendah
526,9.4,5,329000000,8952381,3760000,658000000,940000000,KPR,permanent,36,milik sendiri,menikah,rendah
352,12.3,3,553500000,11714286,4920000,738000000,1230000000,KPR,kontrak,54,sewa/kontrak,menikah,sedang
152,6.1,1,518500000,5809524,2440000,549000000,610000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,lajang,tinggi
264,1.8,2,126000000,1714286,720000,162000000,180000000,Modal Kerja/Usaha,harian,6,tinggal bersama ortu,lajang,tinggi
505,9.2,4,322000000,8761905,3680000,644000000,920000000,Modal Kerja/Usaha,permanent,30,milik sendiri,menikah,rendah
995,95.0,1,6650000000,90476190,38000000,8550000000,9500000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,menikah,tinggi
682,37.0,1,2590000000,35238095,14800000,3330000000,3700000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,lajang,tinggi
333,14.5,4,507500000,13809524,5800000,1015000000,1450000000,Modal Kerja/Usaha,permanent,72,milik sendiri,menikah,rendah
794,12.7,3,635000000,12095238,5080000,762000000,1270000000,KPR,kontrak,78,sewa/kontrak,menikah,sedang
380,14.6,3,657000000,13904762,5840000,876000000,1460000000,Kredit Kendaraan,kontrak,78,sewa/kontrak,lajang,sedang
14,12.2,5,427000000,11619048,4880000,854000000,1220000000,Kredit Kendaraan,permanent,54,milik sendiri,menikah,rendah
20,19.8,5,693000000,18857143,7920000,1386000000,1980000000,KPR,permanent,90,milik sendiri,menikah,rendah
372,7.6,3,380000000,7238095,3040000,456000000,760000000,Modal Kerja/Usaha,kontrak,30,sewa/kontrak,menikah,sedang
932,63.5,1,4445000000,60476190,25400000,5715000000,6350000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
102,8.9,3,623000000,8476190,3560000,801000000,890000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
28,9.3,5,325500000,8857143,3720000,651000000,930000000,KPR,permanent,36,milik sendiri,menikah,rendah
300,12.5,4,437500000,11904762,5000000,875000000,1250000000,KPR,permanent,60,milik sendiri,menikah,rendah
775,9.2,3,460000000,8761905,3680000,552000000,920000000,Modal Kerja/Usaha,kontrak,48,sewa/kontrak,menikah,sedang
987,91.0,1,6370000000,86666667,36400000,8190000000,9100000000,Modal Kerja/Usaha,harian,48,tinggal bersama ortu,menikah,tinggi
131,7.6,2,532000000,7238095,3040000,684000000,760000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
648,20.0,1,1400000000,19047619,8000000,1800000000,2000000000,Kredit Kendaraan,harian,30,tinggal bersama ortu,lajang,tinggi
536,10.6,4,371000000,10095238,4240000,742000000,1060000000,Kredit Kendaraan,permanent,48,milik sendiri,menikah,rendah
681,36.5,1,2555000000,34761905,14600000,3285000000,3650000000,Kredit Kendaraan,harian,36,tinggal bersama ortu,menikah,tinggi
236,9.4,1,799000000,8952381,3760000,846000000,940000000,Kredit Kendaraan,harian,48,tinggal bersama ortu,lajang,tinggi
592,10.1,3,505000000,9619048,4040000,606000000,1010000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
519,16.5,4,577500000,15714286,6600000,1155000000,1650000000,Kredit Kendaraan,permanent,78,milik sendiri,menikah,rendah
27,10.1,4,353500000,9619048,4040000,707000000,1010000000,Kredit Kendaraan,permanent,42,milik sendiri,menikah,rendah
517,8.1,4,283500000,7714286,3240000,567000000,810000000,Modal Kerja/Usaha,permanent,24,milik sendiri,menikah,rendah
764,12.8,3,640000000,12190476,5120000,768000000,1280000000,KPR,kontrak,66,sewa/kontrak,menikah,sedang
319,18.7,5,654500000,17809524,7480000,1309000000,1870000000,KPR,permanent,90,milik sendiri,menikah,rendah
303,9.8,5,343000000,9333333,3920000,686000000,980000000,KPR,permanent,42,milik sendiri,menikah,rendah
344,15.4,4,539000000,14666667,6160000,1078000000,1540000000,Modal Kerja/Usaha,permanent,78,milik sendiri,menikah,rendah
639,15.5,1,1085000000,14761905,6200000,1395000000,1550000000,Kredit Kendaraan,harian,36,tinggal bersama ortu,menikah,tinggi
758,11.1,2,555000000,10571429,4440000,666000000,1110000000,KPR,kontrak,54,sewa/kontrak,menikah,sedang
137,7.3,2,511000000,6952381,2920000,657000000,730000000,KPR,kontrak,48,sewa/kontrak,menikah,sedang
776,16.9,3,760500000,16095238,6760000,1014000000,1690000000,KPR,kontrak,90,sewa/kontrak,menikah,sedang
319,18.7,5,654500000,17809524,7480000,1309000000,1870000000,KPR,permanent,90,milik sendiri,menikah,rendah
521,13.7,4,479500000,13047619,5480000,959000000,1370000000,Modal Kerja/Usaha,permanent,66,milik sendiri,menikah,rendah
992,93.5,1,6545000000,89047619,37400000,8415000000,9350000000,Kredit Kendaraan,harian,42,tinggal bersama ortu,lajang,tinggi
564,8.5,3,425000000,8095238,3400000,510000000,850000000,Kredit Kendaraan,kontrak,30,sewa/kontrak,lajang,sedang
102,8.9,3,623000000,8476190,3560000,801000000,890000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
652,22.0,1,1540000000,20952381,8800000,1980000000,2200000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,lajang,tinggi
749,12.9,4,451500000,12285714,5160000,903000000,1290000000,KPR,permanent,72,milik sendiri,menikah,rendah
383,10.9,2,545000000,10380952,4360000,654000000,1090000000,Kredit Kendaraan,kontrak,60,sewa/kontrak,lajang,sedang
729,10.1,4,353500000,9619048,4040000,707000000,1010000000,Kredit Kendaraan,permanent,48,milik sendiri,menikah,rendah
148,8.0,3,560000000,7619048,3200000,720000000,800000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
541,18.6,4,651000000,17714286,7440000,1302000000,1860000000,Kredit Kendaraan,permanent,90,milik sendiri,menikah,rendah
978,86.5,1,6055000000,82380952,34600000,7785000000,8650000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
726,12.7,5,444500000,12095238,5080000,889000000,1270000000,Kredit Kendaraan,permanent,66,milik sendiri,menikah,rendah
528,8.3,5,290500000,7904762,3320000,581000000,830000000,Kredit Kendaraan,permanent,24,milik sendiri,menikah,rendah
21,17.4,4,609000000,16571429,6960000,1218000000,1740000000,Kredit Kendaraan,permanent,78,milik sendiri,menikah,rendah
461,16.1,1,1127000000,15333333,6440000,1449000000,1610000000,Modal Kerja/Usaha,harian,30,tinggal bersama ortu,menikah,tinggi
460,15.8,1,1106000000,15047619,6320000,1422000000,1580000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,lajang,tinggi
399,9.9,2,495000000,9428571,3960000,594000000,990000000,Modal Kerja/Usaha,kontrak,60,sewa/kontrak,menikah,sedang
548,10.3,5,360500000,9809524,4120000,721000000,1030000000,KPR,permanent,48,milik sendiri,menikah,rendah
713,14.3,5,500500000,13619048,5720000,1001000000,1430000000,KPR,permanent,72,milik sendiri,menikah,rendah
67,7.4,2,518000000,7047619,2960000,666000000,740000000,Modal Kerja/Usaha,kontrak,42,sewa/kontrak,menikah,sedang
768,8.8,3,440000000,8380952,3520000,528000000,880000000,Kredit Kendaraan,kontrak,42,sewa/kontrak,lajang,sedang
297,5.1,2,357000000,4857143,2040000,459000000,510000000,Modal Kerja/Usaha,harian,6,tinggal bersama ortu,menikah,tinggi
124,8.1,3,567000000,7714286,3240000,729000000,810000000,Modal Kerja/Usaha,kontrak,54,sewa/kontrak,menikah,sedang
967,81.0,1,5670000000,77142857,32400000,7290000000,8100000000,KPR,harian,48,tinggal bersama ortu,menikah,tinggi
520,15.0,5,525000000,14285714,6000000,1050000000,1500000000,KPR,permanent,72,milik sendiri,menikah,rendah
418,0.4,2,28000000,380952,160000,36000000,40000000,Kredit Kendaraan,harian,24,tinggal bersama ortu,lajang,tinggi
882,38.7,1,2709000000,36857143,15480000,3483000000,3870000000,Modal Kerja/Usaha,harian,42,tinggal bersama ortu,lajang,tinggi
